datum,okres_kod,okres,pohlavi_kod,pohlavi,typ_dnp,pocet_dnp
2016-10-01,OK.3610,Trutnov,M,Muž,Nemocenské,504
2016-10-01,OK.3610,Trutnov,F,Žena,Nemocenské,572
2016-10-01,OK.3610,Trutnov,M,Muž,Ošetřovné,60
2016-10-01,OK.3610,Trutnov,F,Žena,Ošetřovné,128
2016-10-01,OK.3610,Trutnov,M,Muž,Peněžitá pomoc v mateřství,4
2016-10-01,OK.3610,Trutnov,F,Žena,Peněžitá pomoc v mateřství,303
2016-10-01,OK.3610,Trutnov,F,Žena,Vyrovnávací příspěvěk v těhotenství a mateřství,0
2016-10-01,OK.3611,Ústí nad Orlicí,M,Muž,Nemocenské,1109
2016-10-01,OK.3611,Ústí nad Orlicí,F,Žena,Nemocenské,1218
2016-10-01,OK.3611,Ústí nad Orlicí,M,Muž,Ošetřovné,102
2016-10-01,OK.3611,Ústí nad Orlicí,F,Žena,Ošetřovné,304
2016-10-01,OK.3611,Ústí nad Orlicí,M,Muž,Peněžitá pomoc v mateřství,4
2016-10-01,OK.3611,Ústí nad Orlicí,F,Žena,Peněžitá pomoc v mateřství,583
2016-10-01,OK.3611,Ústí nad Orlicí,F,Žena,Vyrovnávací příspěvěk v těhotenství a mateřství,2
2016-10-01,OK.3701,Blansko,M,Muž,Nemocenské,796
2016-10-01,OK.3701,Blansko,F,Žena,Nemocenské,654
2016-10-01,OK.3701,Blansko,M,Muž,Ošetřovné,61
2016-10-01,OK.3701,Blansko,F,Žena,Ošetřovné,122
2016-10-01,OK.3701,Blansko,M,Muž,Peněžitá pomoc v mateřství,1
2016-10-01,OK.3701,Blansko,F,Žena,Peněžitá pomoc v mateřství,265
2016-10-01,OK.3701,Blansko,F,Žena,Vyrovnávací příspěvěk v těhotenství a mateřství,1
2016-10-01,OK.3702,Brno-město,M,Muž,Nemocenské,3109
2016-10-01,OK.3702,Brno-město,F,Žena,Nemocenské,4012
2016-10-01,OK.3702,Brno-město,M,Muž,Ošetřovné,346
2016-10-01,OK.3702,Brno-město,F,Žena,Ošetřovné,1071
2016-10-01,OK.3702,Brno-město,M,Muž,Peněžitá pomoc v mateřství,41
2016-10-01,OK.3702,Brno-město,F,Žena,Peněžitá pomoc v mateřství,3692
2016-10-01,OK.3702,Brno-město,F,Žena,Vyrovnávací příspěvěk v těhotenství a mateřství,11
2016-10-01,OK.3703,Brno-venkov,M,Muž,Nemocenské,1345
2016-10-01,OK.3703,Brno-venkov,F,Žena,Nemocenské,1333
2016-10-01,OK.3703,Brno-venkov,M,Muž,Ošetřovné,125
2016-10-01,OK.3703,Brno-venkov,F,Žena,Ošetřovné,269
2016-10-01,OK.3703,Brno-venkov,M,Muž,Peněžitá pomoc v mateřství,5
2016-10-01,OK.3703,Brno-venkov,F,Žena,Peněžitá pomoc v mateřství,621
2016-10-01,OK.3703,Brno-venkov,F,Žena,Vyrovnávací příspěvěk v těhotenství a mateřství,1
2016-10-01,OK.3704,Břeclav,M,Muž,Nemocenské,825
2016-10-01,OK.3704,Břeclav,F,Žena,Nemocenské,973
2016-10-01,OK.3704,Břeclav,M,Muž,Ošetřovné,45
2016-10-01,OK.3704,Břeclav,F,Žena,Ošetřovné,199
2016-10-01,OK.3704,Břeclav,M,Muž,Peněžitá pomoc v mateřství,0
2016-10-01,OK.3704,Břeclav,F,Žena,Peněžitá pomoc v mateřství,351
2016-10-01,OK.3704,Břeclav,F,Žena,Vyrovnávací příspěvěk v těhotenství a mateřství,0
2016-10-01,OK.3705,Zlín,M,Muž,Nemocenské,1999
2016-10-01,OK.3705,Zlín,F,Žena,Nemocenské,1622
2016-10-01,OK.3705,Zlín,M,Muž,Ošetřovné,253
2016-10-01,OK.3705,Zlín,F,Žena,Ošetřovné,459
2016-10-01,OK.3705,Zlín,M,Muž,Peněžitá pomoc v mateřství,16
2016-10-01,OK.3705,Zlín,F,Žena,Peněžitá pomoc v mateřství,848
2016-10-01,OK.3705,Zlín,F,Žena,Vyrovnávací příspěvěk v těhotenství a mateřství,3
2016-10-01,OK.3706,Hodonín,M,Muž,Peněžitá pomoc v mateřství,7
2016-10-01,OK.3706,Hodonín,F,Žena,Peněžitá pomoc v mateřství,373
2016-10-01,OK.3706,Hodonín,F,Žena,Vyrovnávací příspěvěk v těhotenství a mateřství,0
2016-10-01,OK.3706,Hodonín,M,Muž,Nemocenské,1076
2016-10-01,OK.3706,Hodonín,F,Žena,Nemocenské,1162
2016-10-01,OK.3706,Hodonín,M,Muž,Ošetřovné,72
2016-10-01,OK.3706,Hodonín,F,Žena,Ošetřovné,184
2016-10-01,OK.3707,Jihlava,M,Muž,Nemocenské,875
2016-10-01,OK.3707,Jihlava,F,Žena,Nemocenské,921
2016-10-01,OK.3707,Jihlava,M,Muž,Ošetřovné,100
2016-10-01,OK.3707,Jihlava,F,Žena,Ošetřovné,200
2016-10-01,OK.3707,Jihlava,M,Muž,Peněžitá pomoc v mateřství,4
2016-10-01,OK.3707,Jihlava,F,Žena,Peněžitá pomoc v mateřství,504
2016-10-01,OK.3707,Jihlava,F,Žena,Vyrovnávací příspěvěk v těhotenství a mateřství,11
2016-10-01,OK.3708,Kroměříž,M,Muž,Nemocenské,656
2016-10-01,OK.3708,Kroměříž,F,Žena,Nemocenské,854
2016-10-01,OK.3708,Kroměříž,M,Muž,Ošetřovné,55
2016-10-01,OK.3708,Kroměříž,F,Žena,Ošetřovné,165
2016-10-01,OK.3708,Kroměříž,M,Muž,Peněžitá pomoc v mateřství,1
2016-10-01,OK.3708,Kroměříž,F,Žena,Peněžitá pomoc v mateřství,330
2016-10-01,OK.3708,Kroměříž,F,Žena,Vyrovnávací příspěvěk v těhotenství a mateřství,0
2016-10-01,OK.3709,Prostějov,F,Žena,Peněžitá pomoc v mateřství,296
2016-10-01,OK.3709,Prostějov,F,Žena,Vyrovnávací příspěvěk v těhotenství a mateřství,0
2016-10-01,OK.3709,Prostějov,M,Muž,Nemocenské,744
2016-10-01,OK.3709,Prostějov,F,Žena,Nemocenské,831
2016-10-01,OK.3709,Prostějov,M,Muž,Ošetřovné,84
2016-10-01,OK.3709,Prostějov,F,Žena,Ošetřovné,171
2016-10-01,OK.3709,Prostějov,M,Muž,Peněžitá pomoc v mateřství,4
2016-10-01,OK.3710,Třebíč,M,Muž,Nemocenské,569
2016-10-01,OK.3710,Třebíč,F,Žena,Nemocenské,675
2016-10-01,OK.3710,Třebíč,M,Muž,Ošetřovné,46
2016-10-01,OK.3710,Třebíč,F,Žena,Ošetřovné,143
2016-10-01,OK.3710,Třebíč,M,Muž,Peněžitá pomoc v mateřství,2
2016-10-01,OK.3710,Třebíč,F,Žena,Peněžitá pomoc v mateřství,301
2016-10-01,OK.3710,Třebíč,F,Žena,Vyrovnávací příspěvěk v těhotenství a mateřství,0
2016-10-01,OK.3711,Uherské Hradiště,M,Muž,Nemocenské,1298
2016-10-01,OK.3711,Uherské Hradiště,F,Žena,Nemocenské,1485
2016-10-01,OK.3711,Uherské Hradiště,M,Muž,Ošetřovné,114
2016-10-01,OK.3711,Uherské Hradiště,F,Žena,Ošetřovné,194
2016-10-01,OK.3711,Uherské Hradiště,M,Muž,Peněžitá pomoc v mateřství,3
2016-10-01,OK.3711,Uherské Hradiště,F,Žena,Peněžitá pomoc v mateřství,528
2016-10-01,OK.3711,Uherské Hradiště,F,Žena,Vyrovnávací příspěvěk v těhotenství a mateřství,0
2016-10-01,OK.3712,Vyškov,M,Muž,Nemocenské,497
2016-10-01,OK.3712,Vyškov,F,Žena,Nemocenské,723
2016-10-01,OK.3712,Vyškov,M,Muž,Ošetřovné,52
2016-10-01,OK.3712,Vyškov,F,Žena,Ošetřovné,149
2016-10-01,OK.3712,Vyškov,M,Muž,Peněžitá pomoc v mateřství,3
2016-10-01,OK.3712,Vyškov,F,Žena,Peněžitá pomoc v mateřství,321
2016-10-01,OK.3712,Vyškov,F,Žena,Vyrovnávací příspěvěk v těhotenství a mateřství,0
2016-10-01,OK.3713,Znojmo,M,Muž,Nemocenské,456
2016-10-01,OK.3713,Znojmo,F,Žena,Nemocenské,539
2016-10-01,OK.3713,Znojmo,M,Muž,Ošetřovné,32
2016-10-01,OK.3713,Znojmo,F,Žena,Ošetřovné,94
2016-10-01,OK.3713,Znojmo,M,Muž,Peněžitá pomoc v mateřství,2
2016-10-01,OK.3713,Znojmo,F,Žena,Peněžitá pomoc v mateřství,287
2016-10-01,OK.3713,Znojmo,F,Žena,Vyrovnávací příspěvěk v těhotenství a mateřství,0
2016-10-01,OK.3714,Žďár nad Sázavou,M,Muž,Nemocenské,937
2016-10-01,OK.3714,Žďár nad Sázavou,F,Žena,Nemocenské,955
2016-10-01,OK.3714,Žďár nad Sázavou,M,Muž,Ošetřovné,99
2016-10-01,OK.3714,Žďár nad Sázavou,F,Žena,Ošetřovné,199
2016-10-01,OK.3714,Žďár nad Sázavou,M,Muž,Peněžitá pomoc v mateřství,2
2016-10-01,OK.3714,Žďár nad Sázavou,F,Žena,Peněžitá pomoc v mateřství,392
2016-10-01,OK.3714,Žďár nad Sázavou,F,Žena,Vyrovnávací příspěvěk v těhotenství a mateřství,1
2016-10-01,OK.3801,Bruntál,M,Muž,Nemocenské,571
2016-10-01,OK.3801,Bruntál,F,Žena,Nemocenské,606
2016-10-01,OK.3801,Bruntál,M,Muž,Ošetřovné,59
2016-10-01,OK.3801,Bruntál,F,Žena,Ošetřovné,138
2016-10-01,OK.3801,Bruntál,M,Muž,Peněžitá pomoc v mateřství,3
2016-10-01,OK.3801,Bruntál,F,Žena,Peněžitá pomoc v mateřství,220
2016-10-01,OK.3801,Bruntál,F,Žena,Vyrovnávací příspěvěk v těhotenství a mateřství,0
2016-10-01,OK.3802,Frýdek-Místek,M,Muž,Nemocenské,2216
2016-10-01,OK.3802,Frýdek-Místek,F,Žena,Nemocenské,1614
2016-10-01,OK.3802,Frýdek-Místek,M,Muž,Ošetřovné,223
2016-10-01,OK.3802,Frýdek-Místek,F,Žena,Ošetřovné,291
2016-10-01,OK.3802,Frýdek-Místek,M,Muž,Peněžitá pomoc v mateřství,4
2016-10-01,OK.3802,Frýdek-Místek,F,Žena,Peněžitá pomoc v mateřství,677
2016-10-01,OK.3802,Frýdek-Místek,F,Žena,Vyrovnávací příspěvěk v těhotenství a mateřství,5
2016-10-01,OK.3803,Karviná,M,Muž,Nemocenské,1783
2016-10-01,OK.3803,Karviná,F,Žena,Nemocenské,1564
2016-10-01,OK.3803,Karviná,M,Muž,Ošetřovné,231
2016-10-01,OK.3803,Karviná,F,Žena,Ošetřovné,321
2016-10-01,OK.3803,Karviná,M,Muž,Peněžitá pomoc v mateřství,8
2016-10-01,OK.3803,Karviná,F,Žena,Peněžitá pomoc v mateřství,489
2016-10-01,OK.3803,Karviná,F,Žena,Vyrovnávací příspěvěk v těhotenství a mateřství,3
2016-10-01,OK.3804,Nový Jičín,M,Muž,Nemocenské,1402
2016-10-01,OK.3804,Nový Jičín,F,Žena,Nemocenské,1612
2016-10-01,OK.3804,Nový Jičín,M,Muž,Ošetřovné,197
2016-10-01,OK.3804,Nový Jičín,F,Žena,Ošetřovné,395
2016-10-01,OK.3804,Nový Jičín,M,Muž,Peněžitá pomoc v mateřství,4
2016-10-01,OK.3804,Nový Jičín,F,Žena,Peněžitá pomoc v mateřství,659
2016-10-01,OK.3804,Nový Jičín,F,Žena,Vyrovnávací příspěvěk v těhotenství a mateřství,15
2016-10-01,OK.3805,Olomouc,M,Muž,Nemocenské,1899
2016-10-01,OK.3805,Olomouc,F,Žena,Nemocenské,1861
2016-10-01,OK.3805,Olomouc,M,Muž,Ošetřovné,189
2016-10-01,OK.3805,Olomouc,F,Žena,Ošetřovné,438
2016-10-01,OK.3805,Olomouc,M,Muž,Peněžitá pomoc v mateřství,4
2016-10-01,OK.3805,Olomouc,F,Žena,Peněžitá pomoc v mateřství,1052
2016-10-01,OK.3805,Olomouc,F,Žena,Vyrovnávací příspěvěk v těhotenství a mateřství,-1
2016-10-01,OK.3806,Opava,M,Muž,Nemocenské,1057
2016-10-01,OK.3806,Opava,F,Žena,Nemocenské,1258
2016-10-01,OK.3806,Opava,M,Muž,Ošetřovné,99
2016-10-01,OK.3806,Opava,F,Žena,Ošetřovné,259
2016-10-01,OK.3806,Opava,M,Muž,Peněžitá pomoc v mateřství,8
2016-10-01,OK.3806,Opava,F,Žena,Peněžitá pomoc v mateřství,520
2016-10-01,OK.3806,Opava,F,Žena,Vyrovnávací příspěvěk v těhotenství a mateřství,7
2016-10-01,OK.3807,Ostrava-město,M,Muž,Nemocenské,3753
2016-10-01,OK.3807,Ostrava-město,F,Žena,Nemocenské,3876
2016-10-01,OK.3807,Ostrava-město,M,Muž,Ošetřovné,430
2016-10-01,OK.3807,Ostrava-město,F,Žena,Ošetřovné,803
2016-10-01,OK.3807,Ostrava-město,M,Muž,Peněžitá pomoc v mateřství,9
2016-10-01,OK.3807,Ostrava-město,F,Žena,Peněžitá pomoc v mateřství,1711
2016-10-01,OK.3807,Ostrava-město,F,Žena,Vyrovnávací příspěvěk v těhotenství a mateřství,9
2016-10-01,OK.3808,Přerov,M,Muž,Nemocenské,868
2016-10-01,OK.3808,Přerov,F,Žena,Nemocenské,848
2016-10-01,OK.3808,Přerov,M,Muž,Ošetřovné,87
2016-10-01,OK.3808,Přerov,F,Žena,Ošetřovné,191
2016-10-01,OK.3808,Přerov,M,Muž,Peněžitá pomoc v mateřství,2
2016-10-01,OK.3808,Přerov,F,Žena,Peněžitá pomoc v mateřství,360
2016-10-01,OK.3808,Přerov,F,Žena,Vyrovnávací příspěvěk v těhotenství a mateřství,1
2016-10-01,OK.3809,Šumperk,M,Muž,Nemocenské,714
2016-10-01,OK.3809,Šumperk,F,Žena,Nemocenské,989
2016-10-01,OK.3809,Šumperk,M,Muž,Ošetřovné,67
2016-10-01,OK.3809,Šumperk,F,Žena,Ošetřovné,131
2016-10-01,OK.3809,Šumperk,M,Muž,Peněžitá pomoc v mateřství,3
2016-10-01,OK.3809,Šumperk,F,Žena,Peněžitá pomoc v mateřství,362
2016-10-01,OK.3809,Šumperk,F,Žena,Vyrovnávací příspěvěk v těhotenství a mateřství,2
2016-10-01,OK.3810,Vsetín,M,Muž,Nemocenské,1120
2016-10-01,OK.3810,Vsetín,F,Žena,Nemocenské,1250
2016-10-01,OK.3810,Vsetín,M,Muž,Ošetřovné,118
2016-10-01,OK.3810,Vsetín,F,Žena,Ošetřovné,256
2016-10-01,OK.3810,Vsetín,M,Muž,Peněžitá pomoc v mateřství,7
2016-10-01,OK.3810,Vsetín,F,Žena,Peněžitá pomoc v mateřství,497
2016-10-01,OK.3810,Vsetín,F,Žena,Vyrovnávací příspěvěk v těhotenství a mateřství,3
2016-10-01,OK.3811,Jeseník,M,Muž,Nemocenské,181
2016-10-01,OK.3811,Jeseník,F,Žena,Nemocenské,247
2016-10-01,OK.3811,Jeseník,M,Muž,Ošetřovné,14
2016-10-01,OK.3811,Jeseník,F,Žena,Ošetřovné,48
2016-10-01,OK.3811,Jeseník,M,Muž,Peněžitá pomoc v mateřství,1
2016-10-01,OK.3811,Jeseník,F,Žena,Peněžitá pomoc v mateřství,94
2016-10-01,OK.3811,Jeseník,F,Žena,Vyrovnávací příspěvěk v těhotenství a mateřství,0
2016-11-01,OK.3100,Hlavní město Praha,M,Muž,Nemocenské,11305
2016-11-01,OK.3100,Hlavní město Praha,F,Žena,Nemocenské,19257
2016-11-01,OK.3100,Hlavní město Praha,M,Muž,Ošetřovné,1382
2016-11-01,OK.3100,Hlavní město Praha,F,Žena,Ošetřovné,5936
2016-11-01,OK.3100,Hlavní město Praha,M,Muž,Peněžitá pomoc v mateřství,141
2016-11-01,OK.3100,Hlavní město Praha,F,Žena,Peněžitá pomoc v mateřství,14814
2016-11-01,OK.3100,Hlavní město Praha,F,Žena,Vyrovnávací příspěvěk v těhotenství a mateřství,22
2016-11-01,OK.3201,Benešov,M,Muž,Nemocenské,571
2016-11-01,OK.3201,Benešov,F,Žena,Nemocenské,704
2016-11-01,OK.3201,Benešov,M,Muž,Ošetřovné,57
2016-11-01,OK.3201,Benešov,F,Žena,Ošetřovné,177
2016-11-01,OK.3201,Benešov,M,Muž,Peněžitá pomoc v mateřství,1
2016-11-01,OK.3201,Benešov,F,Žena,Peněžitá pomoc v mateřství,255
2016-11-01,OK.3201,Benešov,F,Žena,Vyrovnávací příspěvěk v těhotenství a mateřství,0
2016-11-01,OK.3202,Beroun,M,Muž,Nemocenské,625
2016-11-01,OK.3202,Beroun,F,Žena,Nemocenské,813
2016-11-01,OK.3202,Beroun,M,Muž,Ošetřovné,83
2016-11-01,OK.3202,Beroun,F,Žena,Ošetřovné,203
2016-11-01,OK.3202,Beroun,M,Muž,Peněžitá pomoc v mateřství,3
2016-11-01,OK.3202,Beroun,F,Žena,Peněžitá pomoc v mateřství,302
2016-11-01,OK.3202,Beroun,F,Žena,Vyrovnávací příspěvěk v těhotenství a mateřství,2
2016-11-01,OK.3203,Kladno,M,Muž,Nemocenské,956
2016-11-01,OK.3203,Kladno,F,Žena,Nemocenské,1364
2016-11-01,OK.3203,Kladno,M,Muž,Ošetřovné,99
2016-11-01,OK.3203,Kladno,F,Žena,Ošetřovné,400
2016-11-01,OK.3203,Kladno,M,Muž,Peněžitá pomoc v mateřství,3
2016-11-01,OK.3203,Kladno,F,Žena,Peněžitá pomoc v mateřství,709
2016-11-01,OK.3203,Kladno,F,Žena,Vyrovnávací příspěvěk v těhotenství a mateřství,5
2016-11-01,OK.3204,Kolín,M,Muž,Nemocenské,546
2016-11-01,OK.3204,Kolín,F,Žena,Nemocenské,616
2016-11-01,OK.3204,Kolín,M,Muž,Ošetřovné,97
2016-11-01,OK.3204,Kolín,F,Žena,Ošetřovné,197
2016-11-01,OK.3204,Kolín,M,Muž,Peněžitá pomoc v mateřství,2
2016-11-01,OK.3204,Kolín,F,Žena,Peněžitá pomoc v mateřství,277
2016-11-01,OK.3204,Kolín,F,Žena,Vyrovnávací příspěvěk v těhotenství a mateřství,0
2016-11-01,OK.3205,Kutná Hora,M,Muž,Nemocenské,361
2016-11-01,OK.3205,Kutná Hora,F,Žena,Nemocenské,395
2016-11-01,OK.3205,Kutná Hora,M,Muž,Ošetřovné,26
2016-11-01,OK.3205,Kutná Hora,F,Žena,Ošetřovné,99
2016-11-01,OK.3205,Kutná Hora,M,Muž,Peněžitá pomoc v mateřství,1
2016-11-01,OK.3205,Kutná Hora,F,Žena,Peněžitá pomoc v mateřství,134
2016-11-01,OK.3205,Kutná Hora,F,Žena,Vyrovnávací příspěvěk v těhotenství a mateřství,0
2016-11-01,OK.3206,Mělník,M,Muž,Nemocenské,468
2016-11-01,OK.3206,Mělník,F,Žena,Nemocenské,478
2016-11-01,OK.3206,Mělník,M,Muž,Ošetřovné,51
2016-11-01,OK.3206,Mělník,F,Žena,Ošetřovné,162
2016-11-01,OK.3206,Mělník,M,Muž,Peněžitá pomoc v mateřství,4
2016-11-01,OK.3206,Mělník,F,Žena,Peněžitá pomoc v mateřství,198
2016-11-01,OK.3206,Mělník,F,Žena,Vyrovnávací příspěvěk v těhotenství a mateřství,1
2016-11-01,OK.3207,Mladá Boleslav,M,Muž,Nemocenské,1235
2016-11-01,OK.3207,Mladá Boleslav,F,Žena,Nemocenské,1145
2016-11-01,OK.3207,Mladá Boleslav,M,Muž,Ošetřovné,361
2016-11-01,OK.3207,Mladá Boleslav,F,Žena,Ošetřovné,533
2016-11-01,OK.3207,Mladá Boleslav,M,Muž,Peněžitá pomoc v mateřství,1
2016-11-01,OK.3207,Mladá Boleslav,F,Žena,Peněžitá pomoc v mateřství,598
2016-11-01,OK.3207,Mladá Boleslav,F,Žena,Vyrovnávací příspěvěk v těhotenství a mateřství,19
2016-11-01,OK.3208,Nymburk,M,Muž,Nemocenské,432
2016-11-01,OK.3208,Nymburk,F,Žena,Nemocenské,549
2016-11-01,OK.3208,Nymburk,M,Muž,Ošetřovné,39
2016-11-01,OK.3208,Nymburk,F,Žena,Ošetřovné,192
2016-11-01,OK.3208,Nymburk,M,Muž,Peněžitá pomoc v mateřství,1
2016-11-01,OK.3208,Nymburk,F,Žena,Peněžitá pomoc v mateřství,186
2016-11-01,OK.3208,Nymburk,F,Žena,Vyrovnávací příspěvěk v těhotenství a mateřství,0
2016-11-01,OK.3209,Praha-východ,M,Muž,Nemocenské,930
2016-11-01,OK.3209,Praha-východ,F,Žena,Nemocenské,1921
2016-11-01,OK.3209,Praha-východ,M,Muž,Ošetřovné,127
2016-11-01,OK.3209,Praha-východ,F,Žena,Ošetřovné,496
2016-11-01,OK.3209,Praha-východ,M,Muž,Peněžitá pomoc v mateřství,7
2016-11-01,OK.3209,Praha-východ,F,Žena,Peněžitá pomoc v mateřství,780
2016-11-01,OK.3209,Praha-východ,F,Žena,Vyrovnávací příspěvěk v těhotenství a mateřství,0
2016-11-01,OK.3210,Praha-západ,M,Muž,Nemocenské,634
2016-11-01,OK.3210,Praha-západ,F,Žena,Nemocenské,762
2016-11-01,OK.3210,Praha-západ,M,Muž,Ošetřovné,73
2016-11-01,OK.3210,Praha-západ,F,Žena,Ošetřovné,238
2016-11-01,OK.3210,Praha-západ,M,Muž,Peněžitá pomoc v mateřství,4
2016-11-01,OK.3210,Praha-západ,F,Žena,Peněžitá pomoc v mateřství,429
2016-11-01,OK.3210,Praha-západ,F,Žena,Vyrovnávací příspěvěk v těhotenství a mateřství,0
2016-11-01,OK.3211,Příbram,M,Muž,Nemocenské,532
2016-11-01,OK.3211,Příbram,F,Žena,Nemocenské,750
2016-11-01,OK.3211,Příbram,M,Muž,Ošetřovné,66
2016-11-01,OK.3211,Příbram,F,Žena,Ošetřovné,247
2016-11-01,OK.3211,Příbram,M,Muž,Peněžitá pomoc v mateřství,3
2016-11-01,OK.3211,Příbram,F,Žena,Peněžitá pomoc v mateřství,295
2016-11-01,OK.3211,Příbram,F,Žena,Vyrovnávací příspěvěk v těhotenství a mateřství,2
2016-11-01,OK.3212,Rakovník,M,Muž,Nemocenské,373
2016-11-01,OK.3212,Rakovník,F,Žena,Nemocenské,488
2016-11-01,OK.3212,Rakovník,M,Muž,Ošetřovné,43
2016-11-01,OK.3212,Rakovník,F,Žena,Ošetřovné,118
2016-11-01,OK.3212,Rakovník,M,Muž,Peněžitá pomoc v mateřství,1
2016-11-01,OK.3212,Rakovník,F,Žena,Peněžitá pomoc v mateřství,139
2016-11-01,OK.3212,Rakovník,F,Žena,Vyrovnávací příspěvěk v těhotenství a mateřství,1
2016-11-01,OK.3301,České Budějovice,M,Muž,Nemocenské,1840
2016-11-01,OK.3301,České Budějovice,F,Žena,Nemocenské,2426
2016-11-01,OK.3301,České Budějovice,M,Muž,Ošetřovné,271
2016-11-01,OK.3301,České Budějovice,F,Žena,Ošetřovné,989
2016-11-01,OK.3301,České Budějovice,M,Muž,Peněžitá pomoc v mateřství,7
2016-11-01,OK.3301,České Budějovice,F,Žena,Peněžitá pomoc v mateřství,996
2016-11-01,OK.3301,České Budějovice,F,Žena,Vyrovnávací příspěvěk v těhotenství a mateřství,0
2016-11-01,OK.3302,Český Krumlov,F,Žena,Vyrovnávací příspěvěk v těhotenství a mateřství,0
2016-11-01,OK.3302,Český Krumlov,M,Muž,Nemocenské,399
2016-11-01,OK.3302,Český Krumlov,F,Žena,Nemocenské,492
2016-11-01,OK.3302,Český Krumlov,M,Muž,Ošetřovné,48
2016-11-01,OK.3302,Český Krumlov,F,Žena,Ošetřovné,213
2016-11-01,OK.3302,Český Krumlov,M,Muž,Peněžitá pomoc v mateřství,1
2016-11-01,OK.3302,Český Krumlov,F,Žena,Peněžitá pomoc v mateřství,194
2016-11-01,OK.3303,Jindřichův Hradec,M,Muž,Nemocenské,525
2016-11-01,OK.3303,Jindřichův Hradec,F,Žena,Nemocenské,663
2016-11-01,OK.3303,Jindřichův Hradec,M,Muž,Ošetřovné,46
2016-11-01,OK.3303,Jindřichův Hradec,F,Žena,Ošetřovné,179
2016-11-01,OK.3303,Jindřichův Hradec,M,Muž,Peněžitá pomoc v mateřství,2
2016-11-01,OK.3303,Jindřichův Hradec,F,Žena,Peněžitá pomoc v mateřství,227
2016-11-01,OK.3303,Jindřichův Hradec,F,Žena,Vyrovnávací příspěvěk v těhotenství a mateřství,0
2016-11-01,OK.3304,Pelhřimov,M,Muž,Nemocenské,660
2016-11-01,OK.3304,Pelhřimov,F,Žena,Nemocenské,739
2016-11-01,OK.3304,Pelhřimov,M,Muž,Ošetřovné,74
2016-11-01,OK.3304,Pelhřimov,F,Žena,Ošetřovné,173
2016-11-01,OK.3304,Pelhřimov,M,Muž,Peněžitá pomoc v mateřství,2
2016-11-01,OK.3304,Pelhřimov,F,Žena,Peněžitá pomoc v mateřství,236
2016-11-01,OK.3304,Pelhřimov,F,Žena,Vyrovnávací příspěvěk v těhotenství a mateřství,1
2016-11-01,OK.3305,Písek,M,Muž,Nemocenské,533
2016-11-01,OK.3305,Písek,F,Žena,Nemocenské,642
2016-11-01,OK.3305,Písek,M,Muž,Ošetřovné,36
2016-11-01,OK.3305,Písek,F,Žena,Ošetřovné,209
2016-11-01,OK.3305,Písek,M,Muž,Peněžitá pomoc v mateřství,2
2016-11-01,OK.3305,Písek,F,Žena,Peněžitá pomoc v mateřství,243
2016-11-01,OK.3305,Písek,F,Žena,Vyrovnávací příspěvěk v těhotenství a mateřství,0
2016-11-01,OK.3306,Prachatice,M,Muž,Nemocenské,367
2016-11-01,OK.3306,Prachatice,F,Žena,Nemocenské,547
2016-11-01,OK.3306,Prachatice,M,Muž,Ošetřovné,39
2016-11-01,OK.3306,Prachatice,F,Žena,Ošetřovné,177
2016-11-01,OK.3306,Prachatice,M,Muž,Peněžitá pomoc v mateřství,0
2016-11-01,OK.3306,Prachatice,F,Žena,Peněžitá pomoc v mateřství,139
2016-11-01,OK.3306,Prachatice,F,Žena,Vyrovnávací příspěvěk v těhotenství a mateřství,0
2016-11-01,OK.3307,Strakonice,M,Muž,Nemocenské,608
2016-11-01,OK.3307,Strakonice,F,Žena,Nemocenské,703
2016-11-01,OK.3307,Strakonice,M,Muž,Ošetřovné,51
2016-11-01,OK.3307,Strakonice,F,Žena,Ošetřovné,155
2016-11-01,OK.3307,Strakonice,M,Muž,Peněžitá pomoc v mateřství,2
2016-11-01,OK.3307,Strakonice,F,Žena,Peněžitá pomoc v mateřství,233
2016-11-01,OK.3307,Strakonice,F,Žena,Vyrovnávací příspěvěk v těhotenství a mateřství,0
2016-11-01,OK.3308,Tábor,M,Muž,Nemocenské,939
2016-11-01,OK.3308,Tábor,F,Žena,Nemocenské,1058
2016-11-01,OK.3308,Tábor,M,Muž,Ošetřovné,86
2016-11-01,OK.3308,Tábor,F,Žena,Ošetřovné,253
2016-11-01,OK.3308,Tábor,M,Muž,Peněžitá pomoc v mateřství,1
2016-11-01,OK.3308,Tábor,F,Žena,Peněžitá pomoc v mateřství,307
2016-11-01,OK.3308,Tábor,F,Žena,Vyrovnávací příspěvěk v těhotenství a mateřství,2
2016-11-01,OK.3401,Domažlice,M,Muž,Nemocenské,381
2016-11-01,OK.3401,Domažlice,F,Žena,Nemocenské,432
2016-11-01,OK.3401,Domažlice,M,Muž,Ošetřovné,43
2016-11-01,OK.3401,Domažlice,F,Žena,Ošetřovné,135
2016-11-01,OK.3401,Domažlice,M,Muž,Peněžitá pomoc v mateřství,2
2016-11-01,OK.3401,Domažlice,F,Žena,Peněžitá pomoc v mateřství,183
2016-11-01,OK.3401,Domažlice,F,Žena,Vyrovnávací příspěvěk v těhotenství a mateřství,0
2016-11-01,OK.3402,Cheb,M,Muž,Nemocenské,484
2016-11-01,OK.3402,Cheb,F,Žena,Nemocenské,609
2016-11-01,OK.3402,Cheb,M,Muž,Ošetřovné,59
